0.03	0.78
0.05	0.71
0.10	0.07
0.20	0.54
0.25	0.68
0.30	0.67
0.35	0.85
0.40	0.80
0.45	0.98
0.50	0.74
0.55	0.65
0.60	0.59
0.65	0.42
0.70	0.58
0.75	0.58
0.80	0.36
0.85	0.25
0.90	0.64
0.95	0.11
1.00	0.14
1.05	0.47
1.10	0.39
1.15	0.50
1.20	0.25
1.25	0.19
1.30	0.31
1.35	0.20
1.40	-0.07
1.45	0.07
1.50	0.05
1.55	0.05
1.60	-0.20
1.65	-0.04
1.70	-0.22
1.75	-0.01
1.80	-0.37
1.85	-0.18
1.90	-0.07
1.95	-0.03
2.00	-0.35
2.05	0.00
2.10	0.02
2.15	-0.07
2.20	-0.01
2.25	-0.11
2.30	-0.03
2.35	0.02
2.40	-0.03
2.45	0.02
2.50	-0.08
2.55	0.02
2.60	-0.32
2.65	-0.15
2.70	-0.45
2.75	0.13
2.80	-0.03
2.85	-0.24
2.90	-0.17
2.95	-0.09
3.00	-0.16
3.05	-0.16
3.10	-0.14
3.15	-0.37
3.20	0.04
3.25	-0.34
3.30	-0.22
3.35	-0.15
3.40	-0.16
3.45	-0.47
3.50	-0.21
