0.5	0.02
0.52	-0.23
0.54	0.05
0.56	0.07
0.58	0.03
0.6	0.07
0.62	-0.06
0.63	-0.04
0.65	-0.13
0.66	-0.18
0.68	-0.14
0.7	-0.02
0.72	-0.05
0.74	-0.16
0.76	-0.11
0.78	-0.05
0.8	-0.52
0.82	-0.26
0.84	-0.4
0.86	-0.63
0.88	-0.19
0.9	-0.41
0.92	-0.48
0.94	-0.46
0.96	-0.44
0.98	-0.44
1	-0.36
1.02	-0.41
1.04	-0.49
1.06	-0.53
1.08	-0.48
1.1	-0.51
1.12	-0.65
1.14	-0.22
1.16	-0.46
1.18	-0.48
1.2	-0.57
1.22	-0.48
1.24	-0.48
1.26	-0.59
1.28	-0.49
1.3	-0.5
1.32	-0.63
1.34	-0.51
1.36	-0.52
1.38	-0.48
1.42	-0.51
1.43	-0.47
1.45	-0.55
1.47	-0.54
1.48	-0.64
1.508	-0.55
1.53	-0.52
1.55	-0.57
1.57	-0.5
1.59	-0.47
1.65	-0.58
1.67	-0.38
1.69	-0.47
1.71	-0.55
1.73	-0.51
1.75	-0.49
1.77	-0.48
1.79	-0.54
1.83	-0.44
1.87	-0.5
1.89	-0.46
1.91	-0.55
1.92	-0.47
1.93	-0.51
1.95	-0.49
1.97	-0.65
1.99	-0.27
2.01	-0.43
2.03	-0.53
2.05	-0.65
2.07	-0.47
2.09	-0.71
2.1	-0.58
2.13	-0.81
2.14	-0.51
2.15	-0.34
2.17	-0.43
2.19	-0.33
2.21	-0.58
2.23	-0.48
2.25	-0.47
2.27	-0.43
2.29	-0.62
2.31	-0.57
2.33	-0.54
2.35	-0.44
2.37	-0.59
2.39	-0.53
2.41	-0.45
2.43	-0.43
2.45	-0.71
2.47	-0.4
2.49	-0.52
2.51	-0.62
